0.000000	500.000000
121.877221	495.899000
131.309588	495.543000
272.120742	490.828000
293.528097	490.016000
413.681640	485.881000
434.290768	485.093000
555.735423	481.018000
565.892955	480.636000
711.310443	475.799000
736.264857	474.886000
853.638935	471.035000
874.500820	470.271000
1006.222277	465.863000
1019.231973	465.384000
1148.735234	460.935000
1168.410515	460.219000
1291.704085	455.775000
1309.456064	455.120000
1423.905437	450.952000
1437.319414	450.473000
1566.223719	445.844000
1589.187025	445.054000
1707.183764	440.736000
1720.092278	440.307000
1850.277765	435.603000
1855.501037	435.436000
1986.001720	430.860000
2007.071880	430.208000
2142.831264	425.527000
2152.918279	425.214000
2287.338373	420.606000
2291.793934	420.465000
2444.020160	415.453000
2453.221562	415.167000
2600.732107	410.461000
2602.758969	410.396000
2766.280339	405.327000
2772.708836	405.127000
2917.177987	400.448000
2917.524602	400.437000
3085.048850	395.342000
3098.618159	394.906000
3244.353843	390.217000
3248.684910	390.076000
3384.885366	385.599000
3404.136001	384.951000
3549.999237	380.081000
3553.244106	379.967000
3688.245930	375.273000
3701.757608	374.776000
3828.708616	370.228000
3846.411511	369.562000
3968.178497	365.127000
3982.543649	364.580000
4106.802083	360.144000
4123.201449	359.503000
4261.124749	355.093000
4281.101228	354.326000
4423.844313	349.919000
4443.125604	349.213000
4592.432438	344.932000
4616.613738	344.079000
4771.839710	339.886000
4800.681820	338.969000
4961.903322	334.400000
4984.736220	333.681000
5116.721656	329.779000
5152.251322	328.662000
5295.797963	324.327000
5326.919110	323.373000
5466.663278	319.214000
5499.293644	318.264000
5639.435884	314.026000
5680.827413	312.979000
5828.885914	309.113000
5876.549374	307.959000
6028.804327	303.864000
6085.244250	302.446000
6227.954180	298.680000
6260.425616	297.810000
6427.856735	293.920000
6498.821934	292.052000
6660.522656	288.916000
6729.166664	287.172000
6991.549878	283.681000
7066.471371	282.056000
7302.347285	287.172000
7433.426152	288.916000
7556.859413	292.052000
7653.178593	293.920000
7800.959441	297.810000
7838.405475	298.680000
7978.965737	302.446000
8032.699853	303.864000
8195.691027	307.959000
8238.597551	309.113000
8398.274273	312.979000
8438.371854	314.026000
8605.914641	318.264000
8637.329253	319.214000
8780.181562	323.373000
8812.236367	324.327000
8953.651642	328.662000
8990.639323	329.779000
9114.754594	333.681000
9139.074822	334.400000
9284.170106	338.969000
9316.527322	339.886000
9448.408419	344.079000
9479.986705	344.932000
9601.346781	349.213000
9625.969679	349.919000
9746.327537	354.326000
9771.170728	355.093000
9886.028973	359.503000
9906.076328	360.144000
10019.567103	364.580000
10034.889322	365.127000
10151.359978	369.562000
10169.645618	370.228000
10290.535658	374.776000
10304.408712	375.273000
10432.022026	379.967000
10435.300724	380.081000
10573.919262	384.951000
10593.327758	385.599000
10726.329447	390.076000
10730.618985	390.217000
10874.650014	394.906000
10888.201040	395.342000
11046.768997	400.437000
11047.130678	400.448000
11194.568300	405.127000
11200.743515	405.327000
11363.673763	410.396000
11365.770605	410.461000
11512.515391	415.167000
11521.480120	415.453000
11682.729865	420.465000
11687.012366	420.606000
11832.623885	425.214000
11841.754416	425.527000
11992.608472	430.208000
12011.517918	430.860000
12159.396833	435.436000
12164.159424	435.603000
12311.286793	440.307000
12323.159577	440.736000
12453.087225	445.054000
12474.675327	445.844000
12609.228676	450.473000
12622.567445	450.952000
12739.288642	455.120000
12757.274328	455.775000
12877.716762	460.219000
12897.581343	460.935000
13019.837380	465.384000
13033.780302	465.863000
13153.502100	470.271000
13176.332226	471.035000
13281.488145	474.886000
13309.315341	475.799000
13441.521805	480.636000
13453.006089	481.018000
13561.361958	485.093000
13584.846225	485.881000
13692.991839	490.016000
13716.586682	490.828000
13840.891710	495.543000
13851.523475	495.899000
13967.175953	500.264000
13983.580788	500.816000
14092.134466	504.993000
14119.226112	505.892000
14242.573579	510.628000
14251.081608	510.905000
14360.678738	515.009000
14389.107063	515.951000
14503.905605	520.310000
14532.485181	521.262000
14640.494915	525.407000
14664.394145	526.200000
14770.107538	530.132000
14814.374472	531.621000
14921.034010	535.482000
14956.088695	536.643000
15058.699835	540.271000
15106.692090	541.860000
15200.139570	545.240000
15261.119512	547.207000
15349.509908	550.396000
15420.189238	552.740000
15489.706797	555.319000
15543.282997	557.222000
15633.050191	560.510000
15712.745945	563.398000
15763.345464	565.259000
15839.957679	567.944000
15908.255424	570.435000
16000.098344	573.708000
16049.823493	575.583000
16126.148848	578.414000
16169.951993	580.041000
16276.416964	584.004000
16314.293402	585.387000
16415.398933	589.133000
16448.404740	590.322000
16547.595139	593.970000
16575.150686	594.976000
16703.661219	599.676000
16718.501850	600.215000
16832.602107	604.365000
16857.944251	605.275000
16980.528419	609.742000
16986.354691	609.946000
17127.121681	614.938000
17130.378004	615.047000
17280.429674	620.125000
17281.403104	620.156000
17416.997211	624.711000
17432.384750	625.251000
17567.045163	629.762000
17588.590792	630.487000
17726.667862	635.066000
17749.615151	635.831000
17855.543507	639.443000
17888.359950	640.576000
18008.700809	644.808000
18039.340351	645.863000
18148.426661	649.733000
18194.152845	651.291000
18286.300923	654.497000
18328.989481	655.922000
18446.299052	659.955000
18484.242278	661.171000
18598.835292	665.158000
18637.000606	666.365000
18752.084984	670.252000
18784.425680	671.262000
18906.438085	675.264000
18938.261317	676.219000
19076.386830	680.725000
19101.608792	681.456000
19231.184297	685.713000
19261.876822	686.579000
19398.310785	690.946000
19412.062902	691.321000
19564.916108	695.965000
19585.078911	696.486000
19757.058863	701.538000
19762.364862	701.679000
19909.016936	706.200000
19920.785532	706.510000
20093.717785	711.622000
20099.857318	711.800000
20283.590971	716.654000
20285.583461	716.712000
20471.979686	721.468000
20490.804613	722.031000
20679.800740	726.860000
20682.997591	726.956000
20866.070100	731.529000
20902.669460	732.597000
21050.830425	736.508000
21076.821409	737.234000
21253.908427	741.883000
21283.311714	742.696000
21427.261001	746.330000
21485.074963	747.857000
21651.398980	751.774000
21694.792473	752.874000
21863.115783	756.568000
21931.107781	758.249000
22088.353687	761.437000
22154.774790	763.056000
22348.274178	766.695000
22430.778223	768.581000
22587.026281	771.533000
22684.528549	773.590000
22844.143365	776.646000
22944.900003	778.612000
23091.230177	781.338000
23230.217112	783.938000
23389.359415	786.666000
23521.990874	789.177000
23674.896436	791.687000
23800.769286	793.950000
23955.082200	796.300000
24135.454264	799.545000
24291.454855	801.682000
24442.558672	804.383000
24616.498235	806.688000
24787.586603	809.887000
24928.951406	811.571000
25073.157749	814.309000
25223.493209	816.435000
25444.861495	820.512000
25565.345689	822.142000
25715.744516	824.789000
25873.449387	826.486000
26127.326434	830.260000
26355.283953	831.612000
26657.126525	835.709000
28083.542886	837.345000
28349.492788	840.422000
28756.844719	835.709000
